#: :filename=/home/mvazquezg/.rbbt/tmp/9789965#:type=:double
#MCLP TSV names	Protein	Genes	Status	Origin	Source	Catalog Number	Previously annotated	Modification	Correlation	Comment
MDM2_pS166	MDM2_pS166	MDM2	Validated as ELISA	Rabbit	CST	3521		pS166	1	https://www.cellsignal.com/products/primary-antibodies/phospho-mdm2-ser166-antibody/3521	"MDM2|a ubiquitin ligase for p53|plays a central role in regulation of the stability of p53 (1). Akt-mediated phosphorylation of MDM2 at Ser166 and Ser186 increases its interaction with p300|allowing MDM2-mediated ubiquitination and degradation of p53 (2-4). Phosphorylation of MDM2 also blocks its binding to p19ARF|increasing the degradation of p53 (3)" - https://www.cellsignal.com/products/primary-antibodies/phospho-mdm2-ser166-antibody/3521
MEK1	MEK1	MAP2K1	Validated as ELISA	Rabbit	Epitomics	1235-1	0	
MEK1_pS217S221	MEK1_pS217_S221	MAP2K1|MAP2K2	Validated as ELISA	Rabbit	CST	9154	1	pS217S221	1
MEK2	MEK2	MAP2K2	Validated as ELISA	Rabbit	CST	9125		
MERLIN	Merlin	NF2	Use with Caution	Rabbit	Novus Biologicals	22710002		
MGMT	MGMT	MGMT	Use with Caution	Mouse	Abcam	ab3144		
MIF	MIF	MIF	Use with Caution	Rabbit	Santa Cruz	sc-20121		
MIG6	MIG6	ERRFI1	Validated as ELISA	Mouse	Sigma-Aldrich	WH0054206M1		
MITOCHONDRIA	Mitochondria	MTCO2	Validated as ELISA	Mouse	Abcam	ab3298		
MME	MME	MME	Use with Caution	Mouse	Santa Cruz	sc-52994		
MMP2	MMP2	MMP2	Validated as ELISA	Rabbit	CST	4022		
MRE11	Mre11	MRE11A	Use with Caution	Rabbit	CST	4847		
MSH2	MSH2	MSH2	Validated as ELISA	Mouse	CST	2850	0	
MSH6	MSH6	MSH6	Use with Caution	Rabbit	Novus Biologicals	22030002	0	
MT1F	MT1F	MT1F	Use with Caution	N/A	in-house	N/A		
MTOR	mTOR	MTOR	Validated as ELISA	Rabbit	CST	2983	0	
MTOR_pS2448	mTOR_pS2448	MTOR	Use with Caution	Rabbit	CST	2971	1	pS2448	1
MYH11	MYH11	MYH11	Validated as ELISA	Rabbit	SDI / Novus	21370002	0	
MYOSIN11	Myosin-11	MYH11	Validated as ELISA	Rabbit	Novus Biologicals	21370002		
MYOSINIIA	Myosin-IIa	MYH9	Use with Caution	Rabbit	CST	3403		
MYOSINIIA_pS1943	Myosin-IIa_pS1943	MYH9	Validated as ELISA	Rabbit	CST	5026	1	pS1943	1
NAPSINA	NAPSIN-A	NAPSA	Use with Caution	Rabbit	Abcam	ab129189		
NCADHERIN	N-Cadherin	CDH2	Validated as ELISA	Rabbit	CST	4061	0	
NDRG1_pT346	NDRG1_pT346	NDRG1	Validated as ELISA	Rabbit	CST	3217	1	pT346	1
NDUFB4	NDUFB4	NDUFB4	Validated as ELISA	Mouse	Abcam	ab110243		
NEUROPILIN1								
NF2	NF2	NF2	Use with Caution	Rabbit	SDI	2271.00.02	0	
NFKBP65_pS536	NF-kB-p65_pS536	RELA	Use with Caution	Rabbit	CST	3033	1	pS536	1
NOTCH1	Notch1	NOTCH1	Validated as ELISA	Rabbit	CST	3268	0	
NOTCH3	Notch3	NOTCH3	Use with Caution	Rabbit	Santa Cruz	sc-5593		
NRAS	N-Ras	NRAS	Validated as ELISA	Mouse	Santa Cruz	sc-31	0	
NRF2	NRF2	NFE2L2	Use with Caution	Rabbit	CST	12721		
NUR77								
P16INK4A	p16INK4a	CDKN2A	Validated as ELISA	Rabbit	Abcam	ab81278				http://www.abcam.com/cdkn2ap16ink4a-antibody-ep435y-129r-ab81278.html
P21	p21	CDKN1A	Validated as ELISA	Rabbit	Santa Cruz	sc-397	0	
P27	p27	CDKN1B	Validated as ELISA	Rabbit	Epitomics	1591-1		
P27KIP1	p27-Kip-1	CDKN1B	Validated as ELISA	Rabbit	Abcam	ab32034		
P27_pT157	p27_pT157	CDKN1B	Use with Caution	Rabbit	R&D Systems	AF1555	-1	pT157	-1
P27_pT198	p27_pT198	CDKN1B	Validated as ELISA	Rabbit	Abcam	ab64949	-1	pT198	-1
P38	p38	MAPK14	Validated as ELISA	Rabbit	CST	9212		
P38ALPHA	p38-alpha	MAPK14	Validated as ELISA	Mouse	CST	9228		
P38MAPK	p38_MAPK	MAPK14	Validated as ELISA	Rabbit	CST	9212		
P38_pT180Y182	p38_pT180_Y182	MAPK14	Validated as ELISA	Rabbit	CST	9211	1	pT180Y182	1
P53	p53	TP53	Use with Caution	Rabbit	CST	9282	0	
P62LCKLIGAND	p62-Lck-ligand	SQSTM1	Use with Caution	Mouse	BD Transduction Lab	610833		
P63	P63	TP63	Use with Caution	Rabbit	Abcam	ab53039		
P70S6K	p70S6K	RPS6KB1	Validated as ELISA	Rabbit	Epitomics	1494-1		
P70S6K_pS371	P70S6K_pS371	RPS6KB1	Use with Caution	N/A	CST	9208		pS371		https://www.cellsignal.com/products/primary-antibodies/phospho-p70-s6-kinase-ser371-antibody/9208
P70S6K_pT389	p70-S6K_pT389	RPS6KB1	Validated as ELISA	Rabbit	CST	9205		pT389	1
P90RSK	p90RSK	RPS6KA1	Use with Caution	Rabbit	CST	9347		
P90RSK_pS221	P90RSK_pS221	RPS6KA1	Use with Caution	N/A	in-house	N/A		pS221
P90RSK_pT359S363	p90RSK_pT359_S363	RPS6KA1	Use with Caution	Rabbit	CST	9344		pT359S363	1	https://www.cellsignal.com/products/primary-antibodies/phospho-p90rsk-thr359-ser363-antibody/9344	" Several sites both within and outside of the RSK kinase domain|including Ser380|Thr359|Ser363|and Thr573|are important for kinase activation (3)." - https://www.cellsignal.com/products/primary-antibodies/phospho-p90rsk-thr359-ser363-antibody/9344
P90RSK_pT573	p90RSK_pT573	RPS6K	Use with Caution	Rabbit	CST	9346		pT573	1
PAI1	PAI-1	SERPINE1	Validated as ELISA	Mouse	BD Biosciences	612024	0	
PAR	PAR	PAR	Use with Caution	Rabbit	Trevigen	4336-BPC-100		
PARP1	PARP1	PARP1	Validated as ELISA	Rabbit	Santa Cruz	sc-7150		
PARPAB3	PARPAB3	PARP1	Use with Caution	Rabbit	Santa Cruz	sc-7150		
PARPCLEAVED	PARP-cleaved	PARP1	**Used for QC**	Mouse	CST	9546		
PAX2	PAX2	PAX2	Use with Caution	Rabbit	Abcam	ab38738		
PAX5								
PAXILLIN	Paxillin	PXN	Use with Caution	Rabbit	Epitomics	1500-1	0	
PCADHERIN	P-Cadherin	CDH3	Use with Caution	Rabbit	CST	2130	0	
PCNA	PCNA	PCNA	Use with Caution	Mouse	CST	2586	0	
PDCD1	PDCD1	PDCD1	Use with Caution	Rabbit	CST	15120		
PDCD1L1	Pdcd-1L1	CD274	Use with Caution	Goat	Santa Cruz	sc-19090		
PDCD4	Pdcd4	PDCD4	Use with Caution	Rabbit	Rockland	600-401-965	0	
PDCD5	PDCD5	PDCD5	Use with Caution	Rabbit	Protein Tech Inc	12456-1-AP		
PDGFRB	PDGFR-b	PDGFRB	Validated as ELISA	Rabbit	CST	3169		
PDK1	PDK1	PDPK1	Validated as ELISA	Rabbit	CST	3062	0	
PDK1_pS241	PDK1_pS241	PDPK1	Validated as ELISA	Rabbit	CST	3061	1	pS241	1
PDL1	PD-L1	CD274	Use with Caution	Rabbit	CST	13684		
PEA15	PEA-15	PEA15	Validated as ELISA	Rabbit	CST	2780	0	
PEA15_pS116	PEA-15_pS116	PEA15	Validated as ELISA	Rabbit	Invitrogen	44-836G		pS116
PI3KP110ALPHA	PI3K-p110-alpha	PIK3CA	Use with Caution	Rabbit	CST	4255	0	
PI3KP110B	PI3K-p110-b	PIK3CB	Use with Caution	Mouse	Santa Cruz	sc-376412		
PI3KP85	PI3K-p85	PIK3R1	Validated as ELISA	Rabbit	Millipore	06-195	0	
PKCALPHA	PKC-alpha	PRKCA	Validated as ELISA	Mouse	Millipore	05-154	0	
PKCALPHA_pS657	PKC-alpha_pS657	PRKCA	Use with Caution	Rabbit	Millipore	06-822		pS657	-1	DISCONTINUED https://www.labome.com/product/EMD-Millipore/06-822.html	"This phosphorylation is necessary for the autophosphorylation of threonine 638 in the carboxy-terminus of PKC alpha|a step that is critical for regulating the rate of PKC alpha dephosphorylation and inactivation." - https://www.labome.com/product/EMD-Millipore/06-822.html
PKCDELTA_pS664	PKC-delta_pS664	PRKCD	Validated as ELISA	Rabbit	Millipore	07-875	1	pS664	1
PKCDELTA_pT507	
PKCPANBETAII_pS660	PKC-pan_BetaII_pS660	PRKCB	Validated as ELISA	Rabbit	CST	9371		pT507	1	https://www.cellsignal.com/products/primary-antibodies/phospho-pkc-pan-bii-ser660-antibody/9371	"Control of PKC activity is regulated through three distinct phosphorylation events. Phosphorylation occurs in vivo at Thr500 in the activation loop|at Thr641 through autophosphorylation|and at the carboxy-terminal hydrophobic site Ser660 (2)." - https://www.cellsignal.com/products/primary-antibodies/phospho-pkc-pan-bii-ser660-antibody/9371
PKM2	PKM2	PKM2	Use with Caution	Rabbit	CST	4053		pS660
PLCGAMMA1								
PLCGAMMA1_pY783								pY783
PLCGAMMA2								
PLCGAMMA2_pY1217								pY1217
PLCGAMMA2_pY759	PLC-gamma2_pY759	PLCG2	Use with Caution	Rabbit	CST	3874		pY759
PLK1	PLK1	PLK1	Use with Caution	Rabbit	CST	4513		
PLK1_pT210								pT210
PLK4	PLK4	PLK4	Use with Caution	Rabbit	USC	Customer made		
PORI								
PORIN	Porin	VDAC1	Validated as ELISA	Mouse	Abcam	ab14734		
PR	PR	PGR	Validated as ELISA	Rabbit	Abcam	ab32085	0	
PRAS40	PRAS40	AKT1S1	Use with Caution	Mouse	Invitrogen	AHO1031		
PRAS40_pT246	PRAS40_pT246	AKT1S1	Validated as ELISA	Rabbit	Life Technologies	441100G	-1	pT246	-1
PRDX1	PRDX1	PRDX1	Use with Caution	Rabbit	Sigma/Atlas	HPA007730		
PREX1	PREX1	PREX1	Validated as ELISA	Rabbit	Abcam	ab102739	0	
PTEN	PTEN	PTEN	Validated as ELISA	Rabbit	CST	9552	0	
PUMA	Puma	BBC3	Use with Caution	Rabbit	CST	4976		
PYGM	PYGM	PYGM	Use with Caution	Mouse	Novus Biologicals	H00005837-M10		
PYK2_pY402								pY402
RAB11	Rab11	RAB11A|B	Use with Caution	Rabbit	CST	3539	0	
RAB25	Rab25	RAB25	Validated as ELISA	Rabbit	CST	4314		
RAD50	Rad50	RAD50	Validated as ELISA	Mouse	Millipore	05-525	0	
RAD51	Rad51	RAD51	Validated as ELISA	Rabbit	CST	8875	0	
RAPTOR	Raptor	RPTOR	Validated as ELISA	Rabbit	CST	2280	0	
RB	Rb	RB1	**Used for QC**	Mouse	CST	9309		
RBM15	RBM15	RBM15	Validated as ELISA	Rabbit	Novus Biologicals	21390002	0	
RB_pS807S811	Rb_pS807_S811	RB1	Validated as ELISA	Rabbit	CST	9308	-1	pS807S811	-1
RET_pY905	RET_pY905	RET	Use with Caution	Rabbit	CST	3221		pY905
RHEB	Rheb	RHEB	Use with Caution	Mouse	R&D Systems	MAB3426		
RICTOR	Rictor	RICTOR	Use with Caution	Rabbit	CST	2114	0	
RICTOR_pT1135	Rictor_pT1135	RICTOR	Validated as ELISA	Rabbit	CST	3806	-1	pT1135	-1
ROCK1	Rock-1	ROCK1	Use with Caution	Rabbit	Santa Cruz	sc-5560		
RPA32	RPA32	RPA32	Use with Caution	Rat	CST	2208		
RSK	RSK	RPS6KA1 RPS6KA2 RPS6KA3	Use with Caution	Rabbit	CST	9347		
S6	S6	RPS6	Validated as ELISA	Mouse	CST	2317		
S6_pS235S236	S6_pS235_S236	RPS6	Validated as ELISA	Rabbit	CST	2211	1	pS235S236	1
S6_pS240S244	S6_pS240_S244	RPS6	Validated as ELISA	Rabbit	CST	2215	1	pS240S244	1
SCD	SCD	SCD	Validated as ELISA	Mouse	Santa Cruz	sc-58420		
SDHA	SDHA	SDHA	Validated as ELISA	Rabbit	CST	11998		
SETD2	SETD2	SETD2	**Used for QC**	Rabbit	Abcam	ab69836		
SF2	SF2	SRSF1	Validated as ELISA	Mouse	Invitrogen	32-4500	0	
SGK	SGK	SGK1	Use with Caution	Rabbit	CST	3272		
SGK_pS78	SGK_pS78	SGK1	Use with Caution	Rabbit	CST	3271		pS78
SHC_pY317	Shc_pY317	SHC1	Validated as ELISA	Rabbit	CST	2431	1	pY317	1
SHP2_pY542	SHP-2_pY542	PTPN11	Use with Caution	Rabbit	CST	3751		pY542	1	https://www.cellsignal.com/products/primary-antibodies/phospho-shp-2-tyr542-antibody/3751	"SHP-2 becomes phosphorylated at Tyr542 and Tyr580 in its carboxy-terminus in response to growth factor receptor activation (4). These phosphorylation events are thought to relieve basal inhibition and stimulate SHP-2 tyrosine phosphatase activity (5)" - https://www.cellsignal.com/products/primary-antibodies/phospho-shp-2-tyr542-antibody/3751
SLC1A5	SLC1A5	SLC1A5	Use with Caution	Rabbit	Sigma-Aldrich	HPA035240		
SMAC	Smac	DIABLO	**Used for QC**	Mouse	CST	2954		
SMAD1	Smad1	SMAD1	Validated as ELISA	Rabbit	Abcam	ab33902	0	
SMAD3	Smad3	SMAD3	Validated as ELISA	Rabbit	Abcam	ab40854	0	
SMAD3_pS423	SMAD3_pS423	SMAD3	Use with Caution	N/A	Epitomics	1880		pS423	1		"Following stimulation by TGF-β|Smad2 and Smad3 become phosphorylated at carboxyl terminal serine residues (Ser465 and 467 on Smad2; Ser423 and 425 on Smad3) by TGF-β Receptor I. Phosphorylated Smad 2/3 can complex with Smad4 and translocate to the nucleus to regulate gene expression (9-11)." - https://www.cellsignal.com/products/primary-antibodies/phospho-smad3-ser423-425-c25a9-rabbit-mab/9520
SMAD4	Smad4	SMAD4	Validated as ELISA	Mouse	Santa Cruz	sc-7966	0	
SMAD6								
SNAIL	Snail	SNAI1	**Used for QC**	Mouse	CST	3895		
SNF5	SNF5	SMARCB1	Use with Caution	Rabbit	CST	8745		
SOD2	SOD2	SOD2	Validated as ELISA	Rabbit	CST	13141		
SPIB								
SRC	Src	SRC	Validated as ELISA	Mouse	Millipore	05-184	0	
SRC_pY416	Src_pY416	SRC|LYN|FYN|LCK|YES1|HCK	Validated as ELISA	Rabbit	CST	2101	1	pY416	1
SRC_pY527	Src_pY527	SRC|YES1|FYN|FGR	Validated as ELISA	Rabbit	CST	2105	-1	pY527	-1
STAT1_pY701	STAT1_pY701	STAT1	Use with Caution	Rabbit	CST	9171		pY701	1	DISCONTINUED https://www.cellsignal.com/product/productDetail.jsp?productId=9171	"The Stat1 transcription factor is activated in response to a large number of ligands (1) and is essential for responsiveness to IFN-α and IFN-γ (2|3). Phosphorylation of Stat1 at Tyr701 induces Stat1 dimerization|nuclear translocation|and DNA binding (4)." - https://www.cellsignal.com/product/productDetail.jsp?productId=9171
STAT3	Stat3	STAT3	Use with Caution	Rabbit	CST	4904		
STAT3_pY705	Stat3_pY705	STAT3	Validated as ELISA	Rabbit	CST	9131	1	pY705	1
STAT5ALPHA	STAT5-alpha	STAT5A	Validated as ELISA	Rabbit	Epitomics	1289-1	0	
STAT5_pY694	STAT5_pY694	STAT5A	Use with Caution	N/A	in-house	N/A		pY694
STAT6_pY641	STAT6_pY641	STAT6	Use with Caution	Rabbit	CST	9361		pY641
STATHMIN	Stathmin	STMN1	Validated as ELISA	Rabbit	Epitomics	1972-1		
SURVIVIN								
SYK	Syk	SYK	Validated as ELISA	Mouse	Santa Cruz	sc-1240	0	
SYK_pY323								pY323
SYK_pY352								pY352
SYK_pY525Y526								pY525Y526
SYNAPTOPHYSIN	SYNAPTOPHYSIN	SYP	Use with Caution	Rabbit	Abcam-Epitomics	1485-1		
TAU	Tau	TAU	Use with Caution	Mouse	Millipore	05-348		
TAZ	TAZ	TAZ	Validated as ELISA	Rabbit	CST	4883	0	
TAZ_pS79	TAZ_pS79	WWTR1	Use with Caution	Rabbit	Santa Cruz	sc-17610		pS79
TCF4	TELOMERASE	TERT	Use with Caution	Rabbit	Novus	17060002		
TELOMERASE	TFAM	TFAM	Validated as ELISA	Rabbit	CST	7495		
TFAM	TFRC	TFRC	Validated as ELISA	Rabbit	Novus Biologicals	22500002	0	
TFRC	THYMIDILATESYNTHASE	TYMS	Use with Caution	Mouse	Abcam	ab3145		
THYMIDILATESYNTHASE								
TIF1ALPHA								
TIGAR	TIGAR	C12ORF5	Validated as ELISA	Rabbit	Abcam	ab137573	0	
TRAF1								
TRANSGLUTAMINASE	Transglutaminase	TGM2	Validated as ELISA	Mouse	Lab Vision	MS-224-P1	0	
TSC1	TSC1	TSC1	Use with Caution	Rabbit	CST	4906	0	
TTF1	TTF1	NKX2-1	Validated as ELISA	Rabbit	Abcam	ab76013		
TUBERIN	Tuberin	TSC2	Validated as ELISA	Rabbit	Abcam	ab32554	0	
TUBERIN_pT1462	Tuberin_pT1462	TSC2	Validated as ELISA	Rabbit	CST	3617	-1	pT1462	-1
TWIST	TWIST	TWIST2	Use with Caution	Mouse	Santa Cruz	sc-81417		
TYRO3	Tyro3	TYRO3	Validated as ELISA	Rabbit	CST	5585		
UBAC1	UBAC1	UBAC1	Validated as ELISA	Rabbit	Sigma-Aldrich	HPA005651		
UGT1A	UGT1A	UGT1A1	Validated as ELISA	Mouse	Santa Cruz	sc-271268		
UQCRC2	UQCRC2	UQCRC2	Use with Caution	Mouse	Abcam	ab14745		
VASP	VASP	VASP	Validated as ELISA	Rabbit	CST	3112		
VEGFR2	VEGFR-2	KDR	Validated as ELISA	Rabbit	CST	2479		
VIMENTI	Vimentin	VIM	Use with Caution	Mouse	Dako	M0725		
VIMENTIN								
XBP1	XBP1	XBP1	Use with Caution	Goat	Santa Cruz	sc-32136	0	
XIAP	XIAP	XIAP	Use with Caution	Rabbit	CST	2042		
XPA	XPA	XPA	Validated as ELISA	Mouse	Santa Cruz	sc-56813		
XPF	XPF	XPF	Use with Caution	Mouse	Abcam	ab3299		
XRCC1	XRCC1	XRCC1	Use with Caution	Rabbit	CST	2735	0	
YAP	YAP	YAP1	Use with Caution	Rabbit	Santa Cruz	sc-15407	0	
YAP_pS127	YAP_pS127	YAP1	Use with Caution	Rabbit	CST	4911	-1	pS127	-1
YB1	YB1	YBX1	Validated as ELISA	Rabbit	Novus Biologicals	17250002		
YB1_pS102	YB1_pS102	YBX1	Validated as ELISA	Rabbit	CST	2900		pS102
ZNF342	ZNF342	ZNF296	Use with Caution	Rabbit	Abcam	ab51265		
